name,reviews_count,review_text,star_rating,date,Client_URL
Thelma A.,1,"Jumia decided to swap my powerbank I returned with another powerbank since November 2024.They sent a message that I gave the wrong power bank to the seller. Whereas the delivery man checked it before he collected it from me.Today, the delivery man decided to bring a powerbank I didn't return to him!I rejected it and he dropped it in front of the house.Thank God I checked immediately.  The security at the gate helped us stopped him.YOU SEE THE WAY, JUMIA, THIER RIDERS, ARE ALL THIEVES!!!!",1,"Jan 23, 2025",https://www.trustpilot.com/review/jumia.com.ng?page=2
John Precious,1,They always  deliver my package on time.. I’ll keep shopping,5,"Jan 5, 2025",https://www.trustpilot.com/review/jumia.com.ng?page=2
Glory Bassey,1,I used to like Jumia except of recent. I made order of two items I discovered they are no longer sending out quality products as advertised on their website and I was so disappointed I had to return one item and manage one item.Jumia should try as much as possible to send out pQuality products to their customers.,2,"Jan 2, 2025",https://www.trustpilot.com/review/jumia.com.ng?page=2
Tram,2,"So I just closed my Jumia account permanently after 12 years purchasing on their site. So after like 2 years of abscence in 2023, I had to reactivate my jumia account so I used a friend's number because we lived at thesame Address. This morning I woke up and the friend had ordered a product on Jumia via his phone number; do not ask me please, I do not know how it happened. So rushed to my jumia online account but could not cancel the order there. Wrote customer care immediately, after the back and forth was told they could not cancel the order that i had to ask my friend to do it. SO in summary, one cannot cancel an order made in a jumia online account! I will never use their services again.",1,"Dec 31, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Oluwarotimi Araoye,1,"Contrary  to the comments of other customersI want to submit and comment that  ever since I've been using JUMIA it has been awesome experiencesThe jumia refund policy is okay, I had two to three  times where my money was refunded within the stipulated  timeI enjoy and still enjoying  jumia  services",2,"Dec 13, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Aina Oluwatomisin,2,"Jumai is scam their refund policy is very bad ,unfortunately this is not the first time I will have this kind of encounter with jumia it's over 2 months now and jumai hasn't done a refund to my cancelled order #jumia",1,"Dec 3, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Precious Adaeze Njoku,1,Jumia is a big fraud and scam.When i went to pay for the item I ordered from their pick up station at azikiwe Road in aba. I paid the first time through my mobile app and due to network issues I felt it didn't go through since my app didn't generate a receipt that moment. I had to pay the second time but this time through pos transfer which was available at their pick up station which went only after that few mins later I realised I got debited twice (my first transaction actually went through) I was able to generate the receipt for the first transaction which I gave to jumia officials who claimed they have reported the issue and I should be patient in the next 24 hours I should get a refund. Its been 1 week and I've still not gotten my refund from my first transaction done and still haven't heard any positive feedback from jumia.They are daylight robbers and scammer.,1,"Nov 7, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
abdulwahab maryam,1,"Ahhh jumia I'm extremely disappointed with my recent order. Unfortunately, this isn't my first negative experience, as I have encountered similar issues multiple times",1,"Nov 5, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Michael Nwachukwu,6,Ah ha. Jumia.This company should just be sued. and every seller in it.,1,"Oct 22, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Lily Ray,1,I want a refund I feel like sueing jumiaI ordered two bahs and they were different from the picture I wish I could taste jumia zero,1,"Oct 10, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
sean priddy,2,"Customer service when you chat keep cutting you off, so you have to repeat whole drama from square one.They are very unprofessional and do not always deliver what they say they will 💯I would avoid them at all costsThey cancelled my order and  didn’t even get a call or alert it was Enroute. A micro wave and blender both costing about 120k.They also want to take shipping money for there failure, no service was rendered and yet they still take shipping fee!!!!This is fraudulent and must stop 🛑!!!!!!When the issue is your fault you should take responsibility, instead of having rubbish people dealing with the isssues who obviously do NoT want the job!!!",1,"Aug 5, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Ejiro Wejeyan,3,"I wish I could rate zero, Jumia does terrible quality assurance on products which they ship out to customers. I bought a wristwatch worth almost ₦30,000 and the wrist watch doesn't even work and did not come in a pack. The delivery time was highly unprofessional as I got this at night around 10:26pm. This is not my first time having an terrible customer experience with Jumia but this is the most painful beacuse I can't even return it since I already threw away the pack. Please do better!!!",1,"Jul 27, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
G Digger_Potty,2,Delivery zeroAfter sales service zeroProduct quality zero,2,"Jul 24, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Dee Baby,1,"They sell lots of fake, substandard and adulterated stuffs.Do not be deceived by the reviews you see on their page, they don’t publish the honest reviews.Their dispatch riders are rude & no form of quality check before anything gets sent to customers, it’s sad.When you return items for not being exactly how it was described on their page, you eventually get barred from using the pay on delivery option. Does it mean I should accept a fake item?I recently returned an item. Picking it up by their rider was war, confirming if it was returned in good form took longer than it was suppose to.Over a month now, no refund yet. Jumia should be boycotted.Addendum:I finally got my refund and I started getting several calls, IG messages and emails for a feedback on how satisfied I was with the resolution (got like 4 calls).Hmmm! I just blocked them on all platforms and deleted my account. To worsen matters, the cream I bought from them stated growing mold and smelling rotten (a supposedly foreign product that came without seal of any kind. The content was obviously refilled).Jumia and substandard/fake items…enough is enough. I’d rather search for the item in a physical store.",1,"Updated Sep 6, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Pamela,9,"They do not publish genuine customer reviews. I bought something last year and what arrived was different from what was shown in the picture, I left a review about my experience but Jumia never published it. I stopped shopping on that site afterwards.",1,"Jun 23, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
mackson Temmie,3,"It extremely disappointing that jumia has no regards for me as a loyal customer &  It is now all about your profit regardless of customer satisfaction.You can check my page and see how long I have remained a loyal customer of jumia. I bought a product and returned it when I  discovered it was not performing well & now you are forcing it on me. That to me is a slap on my personality. I'm not a kid that I will now be pushed around to accept an item whether it is good quality  or not.Anyways , you are the boss because my money is already with you already but I can assure you are losing one of your loyal customer of more than 8years.Do as it pleases you & let see who win ultimately . You win the battle but you will loose the war. What awesome way to engage a customer!Mackson",1,"May 16, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Justice,2,"My experience with Jumia has been good over the years, as I have ordered good products at good prices, timely delivered, and are still in use today, such as the Itel 20K power bank (at around 5K then, and still functioning well to date), rechargeable clippers and Mouse, Foldable Keyboard & USB Drives (32, 64 and 128G), among many others.One good thing I also appreciate, which most people are ignorant of, is the possibility of returning an ordered item and being refunded within 7 days after delivery.I have had to return some items at different times, including when I changed my mind on the order and always got my refund (even though it might take a long while but it's sure to come).I was surprised at the bad score it has here which I can say unequivocally is a misrepresentation of the true worth of Jumia online store in Nigeria based on personal experience, the reason I took time to leave this review.I believe many who have positive experiences like me are yet to be here or are not able to comment here, just as I have not commented till today.",4,"May 8, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
Deji,5,SCAM! SCAM! SCAM!Wrongly advertised item delivered and You will not get a refund,1,"May 5, 2024",https://www.trustpilot.com/review/jumia.com.ng?page=2
